METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE
4357,TICKETLESS METER MULTISPACE,WICKHAM ST,FORTITUDE VALLEY,4,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",7 DAYS,"9AM-4PM, 7PM-10PM(MON-FRI), 7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Wickham St between Bridge St & East St in Fortitude Valley,5,0,,153.036498,-27.454721,4000362
4358,TICKETLESS METER MULTISPACE,WICKHAM ST,FORTITUDE VALLEY,7,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",$1.60,,Wickham St between East St & Church St in Fortitude Valley,5,0,,153.037109,-27.454224,4000363
4359,TICKETLESS METER MULTISPACE,WICKHAM ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Wickham St between Church St & Brookes St in Fortitude Valley,4,0,,153.037667,-27.453742,4000364
4360,TICKETLESS METER MULTISPACE,WICKHAM ST,FORTITUDE VALLEY,4,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",$1.60,,Wickham St between Brookes St & Murri Way in Fortitude Valley,8,0,,153.038211,-27.453143,4000365
4361,TICKETLESS METER MULTISPACE,WICKHAM ST,FORTITUDE VALLEY,4,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",$1.60,,Wickham St between Brookes St & Murri Way in Fortitude Valley,11,0,,153.038562,-27.452798,4000365
4362,TICKETLESS METER MULTISPACE,CONSTANCE ST,FORTITUDE VALLEY,2,"NO STOPPING 7-9 AM , 4-6 PM MON-FRI",7 DAYS,"9AM-4PM & 6PM-10PM(M-F), 7AM-7PM(S,S)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",Constance St between Wickham St & Ann St in Fortitude Valley,6,0,,153.035973,-27.455644,4000399
4363,TICKETLESS METER MULTISPACE,BRIDGE ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Bridge St between Ann St & Wickham St in Fortitude Valley,5,0,,153.036804,-27.455427,4000369
4364,TICKETLESS METER MULTISPACE,BRIDGE ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Bridge St between Ann St & Wickham St in Fortitude Valley,6,0,,153.03649,-27.455174,4000369
4365,TICKETLESS METER MULTISPACE,BRIDGE ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Bridge St between Wickham St & Ann St in Fortitude Valley,4,0,,153.036615,-27.455088,4000369
4366,TICKETLESS METER MULTISPACE,BRIDGE ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Bridge St between Wickham St & Ann St in Fortitude Valley,5,0,,153.037112,-27.455484,4000369
4367,TICKETLESS METER MULTISPACE,EAST ST,FORTITUDE VALLEY,7,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",East St between Ann St & Wickham St in Fortitude Valley,7,0,,153.037477,-27.455215,4000368
4368,TICKETLESS METER MULTISPACE,EAST ST,FORTITUDE VALLEY,7,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",East St between Ann St & Wickham St in Fortitude Valley,8,0,,153.037164,-27.454971,4000368
4369,TICKETLESS METER MULTISPACE,CHURCH ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Church St between Wickham St & Ann St in Fortitude Valley,9,0,,153.037826,-27.454281,4000367
4372,TICKETLESS METER MULTISPACE,BROOKES ST,FORTITUDE VALLEY,7,"NO STOPPING 7-9 AM , 4-6 PM MON-FRI",MON-FRI,9AM-4PM,"Zone 2, 15 min free",$1.60,,Brookes St between Ann St & Wickham St in Fortitude Valley,6,0,,153.038416,-27.453968,4000366
4373,TICKETLESS METER MULTISPACE,MARSHALL ST,FORTITUDE VALLEY,1,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",Marshall St between Mclachlan St & Ann St in Fortitude Valley,8,0,,153.034637,-27.459544,4000441
4374,TICKETLESS METER MULTISPACE,IVORY ST,FORTITUDE VALLEY,2,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",Ivory St between Brunswick St & Harrison Lane in Fortitude Valley,4,0,,153.035922,-27.460005,4000386
4375,TICKETLESS METER MULTISPACE,BOWEN TCE,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Bowen Tce between Martin St & Malt St in Fortitude Valley,6,0,,153.036081,-27.461633,4000388
4376,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Mclachlan St between Brunswick St & Winn St in Fortitude Valley,8,0,,153.036296,-27.458404,4000385
4377,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Mclachlan St between Winn St & Morgan St in Fortitude Valley,4,0,,153.037059,-27.457607,4000385
4379,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,3,"NO STOPPING 7-9 AM , 4-7 PM MON-FRI",7 DAYS,"9AM-4PM, 7PM-10PM M-F, 7AM-7PM SAT,SUN","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",Mclachlan St between Connor St & James St in Fortitude Valley,10,0,,153.038483,-27.456163,4000384
4380,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Mclachlan St between Brunswick St & Morgan St in Fortitude Valley,5,0,,153.036061,-27.458829,4000385
4381,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Mclachlan St between Brunswick St & Morgan St in Fortitude Valley,5,0,,153.03665,-27.458239,4000385
4382,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Mclachlan St between Brunswick St & Morgan St in Fortitude Valley,6,0,,153.037208,-27.45767,4000385
4383,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Mclachlan St between Morgan St & Connor St in Fortitude Valley,6,0,,153.037879,-27.457002,4000385
4384,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Mclachlan St between Connor St & James St in Fortitude Valley,6,0,,153.038233,-27.456643,4000385
4385,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Robertson St between Brunswick St & James St in Fortitude Valley,9,0,,153.03804,-27.459247,4000359
4386,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Robertson St between Brunswick St & James St in Fortitude Valley,6,0,,153.038761,-27.458491,4000359
4387,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Robertson St between Brunswick St & James St in Fortitude Valley,4,0,,153.039596,-27.457672,4000382
4388,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Robertson St between Brunswick St & James St in Fortitude Valley,9,0,,153.040043,-27.457229,4000382
4389,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$2.70,,James St between Arthur St & Robertson St in Fortitude Valley,5,0,,153.040691,-27.457442,4000347
4390,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,2,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",James St between Robertson St & Mclachlan St in Fortitude Valley,7,0,,153.03986,-27.456776,4000346
4392,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,1,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",James St between Ann St & Doggett St in Fortitude Valley,8,0,,153.03963,-27.456451,4000345
4393,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,1,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",James St between Ann St & Doggett St in Fortitude Valley,2,0,,153.040126,-27.456821,4000345
4394,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,4,NONE,MON-FRI,"7AM-7PM, $1.60/HR","Zone 2, 15 min free",$1.60,,James St between Doggett St & Arthur St in Fortitude Valley,4,0,,153.040617,-27.457228,4000392
4396,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,2,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",Wandoo St between Doggett St & Ann St in Fortitude Valley,3,0,,153.040709,-27.456093,4000379
4397,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,2,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",Wandoo St between Doggett St & Ann St in Fortitude Valley,8,0,,153.040357,-27.455792,4000379
4398,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Wandoo St between Ann St & Fortitude St in Fortitude Valley,7,0,,153.039192,-27.454702,4000378
4399,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Wandoo St between Ann St & Dogett St in Fortitude Valley,7,0,,153.039902,-27.455279,4000378
4400,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Wandoo St between Fortitude St & Doggett St in Fortitude Valley,7,0,,153.040789,-27.455977,4000378
4401,TICKETLESS METER MULTISPACE,DOGGETT ST,FORTITUDE VALLEY,2,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",Doggett St between Wandoo St & James St in Fortitude Valley,6,0,,153.040969,-27.45659,4000381
4402,TICKETLESS METER MULTISPACE,DOGGETT ST,FORTITUDE VALLEY,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$1.60,"$1.00 Night,Sat,Sun",Doggett St between Wandoo St & Chester St in Fortitude Valley,6,0,,153.04155,-27.455922,4000380
4403,TICKETLESS METER MULTISPACE,MORSE ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Morse St between End & Chester St in Fortitude Valley,6,0,,153.04116,-27.454814,4000585
4404,TICKETLESS METER MULTISPACE,CHESTER ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$2.70,,Chester St between Morse St & Ella St in Fortitude Valley,6,0,,153.041033,-27.454484,4000583
4405,TICKETLESS METER MULTISPACE,ELLA ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$2.70,,Ella St between Chester St & End in Fortitude Valley,11,0,,153.040411,-27.45429,4000583
4406,TICKETLESS METER MULTISPACE,CHESTER ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Chester St between Ella St & Ann St in Fortitude Valley,5,0,,153.04045,-27.454001,4000587
4407,TICKETLESS METER MULTISPACE,LEOPOLD ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Leopold St between Chester St & Commercial Rd in Fortitude Valley,5,0,,153.041076,-27.45402,4000579
4408,TICKETLESS METER MULTISPACE,LEOPOLD ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Leopold St between Chester St & Commercial Rd in Fortitude Valley,7,0,,153.04157,-27.453384,4000579
4409,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$2.70,,Proe St between Leopold St & Doggett St in Fortitude Valley,6,0,,153.041861,-27.45377,4000580
4410,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Proe St between Leopold St & Doggett St in Fortitude Valley,6,0,,153.042414,-27.45414,4000581
4411,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Proe St between Doggett St & Leopold St in Fortitude Valley,6,0,,153.042464,-27.454343,4000581
4412,TICKETLESS METER MULTISPACE,COMMERCIAL RD,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Commercial Rd between Doggett St & Leopold St in Fortitude Valley,8,0,,153.042126,-27.453203,4000577
4413,TICKETLESS METER MULTISPACE,DOGGETT ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Doggett St between Commercial Rd & Chester St in Fortitude Valley,8,0,,153.042721,-27.454534,4000538
4414,TICKETLESS METER MULTISPACE,CHESTER ST,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Chester St between Arthur St & Doggett St in Fortitude Valley,9,0,,153.042156,-27.455436,4000526
4415,TICKETLESS METER MULTISPACE,CHESTER ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Chester St between Croft Lane & Leopold St in Fortitude Valley,4,0,,153.040682,-27.45399,4000587
4416,TICKETLESS METER MULTISPACE,ALDEN ST,FORTITUDE VALLEY,2,NONE,7 DAYS,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 2, 15 min free",$2.70,"$1.50 Night,Sat,Sun",Alden St between End & End in Fortitude Valley,5,0,,153.034475,-27.455913,4000360
4417,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$2.70,,Herston Road between & Victoria Park Golf Complex in Herston,12,0,,153.024285,-27.449527,4000416
4418,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$2.70,,Herston Road between & Victoria Park Golf Complex in Herston,10,0,,153.023438,-27.449328,4000416
4419,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$2.70,,Herston Road between Wyndham St & Rbh Medical School Access in Herston,10,0,,153.023029,-27.449045,4000416
4420,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$2.70,,Herston Road between Wyndham St & Rbh Medical School Access in Herston,9,0,,153.023784,-27.449266,4000416
4421,TICKETLESS METER MULTISPACE,CHESTER ST,TENERIFFE,1,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$2.70,,Chester St between Arthur St & Doggett St in Fortitude Valley,5,0,,153.042413,-27.455445,4000525
4425,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$2.70,,Florence St between Commercial Rd & Vernon Tce in Newstead ,9,0,,153.048856,-27.455525,4000537
4426,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Florence St between Dath St & Ethel St in Newstead ,7,0,,153.047932,-27.454614,4000531
4427,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,1,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$2.70,,Florence St between Ethel St & Vernon Tce in Newstead ,10,0,,153.049023,-27.455464,4000536
4428,TICKETLESS METER MULTISPACE,ETHEL ST,TENERIFFE,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$2.70,,Ethel St between Vernon Tce & Florence St in Newstead ,14,0,,153.048773,-27.454878,4000535
4429,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$2.70,,Vernon Tce between Florence St & Ethel St in Newstead ,8,0,,153.049685,-27.455122,4000534
4430,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Vernon Tce between Ethel St & Dath St in Newstead ,9,0,,153.049016,-27.453809,4000533
4431,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Vernon Tce between Dath St & Commercial Rd in Newstead ,5,0,,153.048614,-27.453202,4000533
4432,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Vernon Tce between Commercial Rd & Macquarie St in Newstead ,10,0,,153.048885,-27.453326,4000533
4433,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Vernon Tce between Ethel St & Florence St in Newstead South,6,0,,153.049822,-27.455085,4000539
4435,TICKETLESS METER MULTISPACE,DATH ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Dath St between Vernon Tce & Florence St in Newstead ,15,0,,153.048364,-27.45404,4000531
4436,TICKETLESS METER MULTISPACE,DATH ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Dath St between Florence St & Vernon Tce in Newstead ,16,0,,153.048392,-27.453883,4000532
4437,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Commercial Rd between Vernon Tce & Florence St in Newstead ,9,0,,153.047818,-27.453266,4000530
4438,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Commercial Rd between Vernon Tce & Florence St in Newstead ,7,0,,153.047016,-27.454019,4000530
4439,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Commercial Rd between Commercial Rd & Vernon Tce in Newstead,10,0,,153.047562,-27.453333,4000529
4440,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Commercial Rd between Commercial Rd & Helen St in Newstead ,7,0,,153.046162,-27.454072,4000528
4441,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Helen St between Vernon Tce & Commercial Rd in Newstead ,13,0,,153.04721,-27.452446,4000527
4442,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Helen St between Vernon Tce & Commercial Rd in Newstead ,8,0,,153.046135,-27.453549,4000527
4443,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Commercial Rd between Wyandra St & Helen St in Newstead South,8,0,,153.045228,-27.45382,4000522
4444,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Helen St between Commercial Rd & Vernon Tce in Newstead ,8,0,,153.047027,-27.452433,4000527
4445,TICKETLESS METER MULTISPACE,WYANDRA ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Wyandra St between Skyring Tce & Commercial Rd in Newstead,6,0,,153.046537,-27.451707,4000520
4446,TICKETLESS METER MULTISPACE,WYANDRA ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Wyandra St between Skyring Tce & Commercial Rd in Newstead,7,0,,153.045175,-27.45308,4000520
4447,TICKETLESS METER MULTISPACE,WYANDRA ST,NEWSTEAD,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Wyandra St between Commercial Rd & Longland St in Newstead ,7,0,,153.044788,-27.453253,4000565
4448,TICKETLESS METER MULTISPACE,WYANDRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Wyandra St between Commercial Rd & Longland St in Newstead ,6,0,,153.045889,-27.452178,4000566
4449,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Longland St between Wyandra St & Masters St in Newstead ,6,0,,153.0459,-27.451591,4000563
4452,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Longland St between Kyabra St & Stratton St in Newstead ,4,0,,153.042517,-27.451067,4000563
4453,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Longland St between Ann St & Wyandra St in Newstead ,6,0,,153.042671,-27.450971,4000563
4457,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Quarry St between St Pauls Tce & Water St in Spring Hill,5,0,,153.044791,-27.451651,4000570
4458,TICKETLESS METER MULTISPACE,WYATT ST,NEWSTEAD,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Wyatt St between End & Masters St in Newstead ,6,0,,153.04498,-27.452549,4000567
4459,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Masters St between Wyatt St & Commercial Rd in Newstead ,6,0,,153.044428,-27.453508,4000569
4460,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$2.70,,Masters St between Commercial Rd & Longland St in Newstead,6,0,,153.04433,-27.45334,4000830
4461,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Masters St between Commercial Rd & Longland St in Newstead ,12,0,,153.044618,-27.451876,4000569
4463,TICKETLESS METER MULTISPACE,DOGGETT ST,NEWSTEAD,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Doggett St between Longland St & Commercial Rd in Newstead ,4,0,,153.043689,-27.452416,4000571
4464,TICKETLESS METER MULTISPACE,DOGGETT ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Doggett St between Commercial Rd & Longland St in Newstead ,10,0,,153.043528,-27.4526,4000572
4466,TICKETLESS METER MULTISPACE,KYABRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Doggett St between Commercial Rd & Longland St in Newstead ,9,0,,153.042918,-27.45161,4000573
4467,TICKETLESS METER MULTISPACE,KYABRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Kyabra St between Longland St & Commercial Rd in Newstead ,9,0,,153.042773,-27.452319,4000573
4469,TICKETLESS METER MULTISPACE,KYABRA ST,NEWSTEAD,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",$1.60,,Kyabra St between Commercial Rd & Longland St in Newstead ,6,0,,153.042827,-27.451449,4000574
4470,TICKETLESS METER MULTISPACE,COMMERCIAL RD,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",$1.60,,Commercial Rd between Stratton St & Kyabra St in Newstead South,6,0,,153.042313,-27.453119,4000578
